,date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max,uv_index_clear_sky_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,produccion
140,2024-07-02 22:00:00+00:00,3,33.0,15.8,31.8,13.5,0,0,53967.95,49068.58,8.20,8.20,0.00,0.00,0.00,0.00,0.0,0,12.2,25.2,78,30.57,6.69,130.66
141,2024-07-03 22:00:00+00:00,0,35.2,18.6,33.6,16.8,0,0,53921.17,48939.60,8.20,8.20,0.00,0.00,0.00,0.00,0.0,0,11.5,22.3,49,30.38,7.06,127.78
142,2024-07-04 22:00:00+00:00,3,36.5,21.5,33.3,20.4,0,0,53871.21,48728.81,8.10,8.10,0.00,0.00,0.00,0.00,0.0,6,25.7,42.5,183,29.41,8.07,125.36
143,2024-07-05 22:00:00+00:00,51,32.2,22.0,28.5,20.4,0,0,53818.14,44841.39,8.15,8.15,0.10,0.10,0.00,0.00,1.0,10,30.3,51.5,275,26.21,7.13,130.54
144,2024-07-06 22:00:00+00:00,3,30.3,16.5,27.5,15.1,0,0,53762.01,48575.60,8.15,8.15,0.00,0.00,0.00,0.00,0.0,0,21.6,36.0,17,30.29,7.03,129.01
145,2024-07-07 22:00:00+00:00,3,31.8,16.3,27.9,14.7,0,0,53702.89,48626.71,8.10,8.15,0.00,0.00,0.00,0.00,0.0,0,20.3,35.6,235,30.36,7.36,129.66
146,2024-07-08 22:00:00+00:00,3,32.1,18.0,27.4,15.3,0,0,53640.85,48513.60,7.65,8.15,0.00,0.00,0.00,0.00,0.0,0,28.0,45.4,234,30.02,7.79,127.6
147,2024-07-09 22:00:00+00:00,0,33.4,19.2,32.2,17.3,0,0,53575.96,48243.86,8.15,8.15,0.00,0.00,0.00,0.00,0.0,0,18.4,34.6,227,29.66,7.36,126.84
148,2024-07-10 22:00:00+00:00,1,34.6,20.7,31.6,20.4,0,0,53508.19,48140.05,8.20,8.20,0.00,0.00,0.00,0.00,0.0,0,28.9,48.6,241,29.57,8.25,124.28
149,2024-07-11 22:00:00+00:00,0,32.6,19.4,29.8,17.4,0,0,53436.93,48273.05,8.15,8.15,0.00,0.00,0.00,0.00,0.0,0,15.9,37.1,216,30.28,7.20,126.76
150,2024-07-12 22:00:00+00:00,1,32.9,18.1,28.8,15.9,0,0,53362.13,48173.86,7.90,8.15,0.00,0.00,0.00,0.00,0.0,0,24.8,43.6,302,30.03,8.15,124.93
151,2024-07-13 22:00:00+00:00,3,31.9,19.2,26.6,15.4,0,0,53283.95,48079.01,8.15,8.15,0.00,0.00,0.00,0.00,0.0,0,28.6,46.4,230,30.01,8.88,129.15
152,2024-07-14 22:00:00+00:00,1,30.8,19.1,27.9,17.2,0,0,53202.49,47841.09,8.05,8.05,0.00,0.00,0.00,0.00,0.0,0,30.4,52.6,235,29.09,7.72,126.22
